SRNO,GRNO,date,Time,Entry,deviceId,on,off
133,G00402,2025-08-03,08:00:19,IN,0729a1bbb26d6dda,0,1
134,GN252837,2025-08-03,08:01:24,IN,0729a1bbb26d6dda,0,1
135,G00439,2025-08-03,08:01:49,IN,0729a1bbb26d6dda,0,1
136,L01218,2025-08-03,08:02:1,IN,0729a1bbb26d6dda,0,1
137,G02412,2025-08-03,08:02:37,IN,0729a1bbb26d6dda,0,1
138,GN230500,2025-08-03,08:02:44,IN,0729a1bbb26d6dda,0,1
139,L00497,2025-08-03,10:28:15,OUT,0729a1bbb26d6dda,0,1
140,L00211,2025-08-03,10:28:21,OUT,0729a1bbb26d6dda,0,1
141,G01374,2025-08-03,10:28:26,OUT,0729a1bbb26d6dda,0,1
142,L02586,2025-08-03,10:28:32,OUT,0729a1bbb26d6dda,0,1
143,L02738,2025-08-03,10:34:40,OUT,0729a1bbb26d6dda,0,1
144,G01727,2025-08-03,10:35:3,OUT,0729a1bbb26d6dda,0,1
145,L02714,2025-08-03,10:39:30,OUT,0729a1bbb26d6dda,0,1
146,L02816,2025-08-03,10:39:35,OUT,0729a1bbb26d6dda,0,1
147,GN231010,2025-08-03,10:39:57,OUT,0729a1bbb26d6dda,0,1
148,GN231026,2025-08-03,10:40:1,OUT,0729a1bbb26d6dda,0,1
149,GN231029,2025-08-03,10:41:11,OUT,0729a1bbb26d6dda,0,1
150,G01230,2025-08-03,10:41:16,OUT,0729a1bbb26d6dda,0,1
151,G00228,2025-08-03,10:41:48,OUT,0729a1bbb26d6dda,0,1
152,GN231014,2025-08-03,10:42:38,OUT,0729a1bbb26d6dda,0,1
153,GN250699,2025-08-03,10:43:39,OUT,0729a1bbb26d6dda,0,1
154,GN250684,2025-08-03,10:43:46,OUT,0729a1bbb26d6dda,0,1
155,GN231019,2025-08-03,10:43:54,OUT,0729a1bbb26d6dda,0,1
156,L02496,2025-08-03,10:44:3,OUT,0729a1bbb26d6dda,0,1
157,GN230504,2025-08-03,10:44:24,OUT,0729a1bbb26d6dda,0,1
158,G02298,2025-08-03,10:44:32,OUT,0729a1bbb26d6dda,0,1
159,GN230630,2025-08-03,10:44:37,OUT,0729a1bbb26d6dda,0,1
160,G02860,2025-08-03,10:48:0,OUT,0729a1bbb26d6dda,0,1
161,GN231378,2025-08-03,10:48:15,OUT,0729a1bbb26d6dda,0,1
162,G02936,2025-08-03,10:48:24,OUT,0729a1bbb26d6dda,0,1
163,G02964,2025-08-03,10:48:41,OUT,0729a1bbb26d6dda,0,1
164,G02835,2025-08-03,10:48:55,OUT,0729a1bbb26d6dda,0,1
165,L03086,2025-08-03,10:49:3,OUT,0729a1bbb26d6dda,0,1
166,GN250712,2025-08-03,10:49:7,OUT,0729a1bbb26d6dda,0,1
167,GN250709,2025-08-03,10:51:46,OUT,0729a1bbb26d6dda,0,1
168,GN250177,2025-08-03,10:52:43,OUT,0729a1bbb26d6dda,0,1
169,G01148,2025-08-03,10:52:52,OUT,0729a1bbb26d6dda,0,1
170,G00359,2025-08-03,10:53:17,OUT,0729a1bbb26d6dda,0,1
171,GN230360,2025-08-03,10:53:26,OUT,0729a1bbb26d6dda,0,1
172,GN230363,2025-08-03,10:53:31,OUT,0729a1bbb26d6dda,0,1
173,GN230485,2025-08-03,10:53:39,OUT,0729a1bbb26d6dda,0,1
174,GN230365,2025-08-03,10:53:50,OUT,0729a1bbb26d6dda,0,1
175,GN230361,2025-08-03,10:53:58,OUT,0729a1bbb26d6dda,0,1
176,GN230966,2025-08-03,10:54:5,OUT,0729a1bbb26d6dda,0,1
177,G00301,2025-08-03,10:54:30,OUT,0729a1bbb26d6dda,0,1
178,G02947,2025-08-03,10:58:44,OUT,0729a1bbb26d6dda,0,1
179,G00523,2025-08-03,10:59:30,OUT,0729a1bbb26d6dda,0,1
180,L02180,2025-08-03,11:00:14,OUT,0729a1bbb26d6dda,0,1
181,G01523,2025-08-03,11:00:46,OUT,0729a1bbb26d6dda,0,1
182,L01218,2025-08-03,11:01:39,OUT,0729a1bbb26d6dda,0,1
183,G00439,2025-08-03,11:03:41,OUT,0729a1bbb26d6dda,0,1
184,GN252837,2025-08-03,11:06:51,OUT,0729a1bbb26d6dda,0,1
185,G03190,2025-08-03,11:07:2,OUT,0729a1bbb26d6dda,0,1
186,GN230500,2025-08-03,11:08:0,OUT,0729a1bbb26d6dda,0,1
187,G02412,2025-08-03,11:10:44,OUT,0729a1bbb26d6dda,0,1
188,G01760,2025-08-03,11:10:52,OUT,0729a1bbb26d6dda,0,1
189,GN231207,2025-08-03,11:10:57,OUT,0729a1bbb26d6dda,0,1
190,G01908,2025-08-03,11:11:36,OUT,0729a1bbb26d6dda,0,1
191,L02475,2025-08-03,11:12:1,OUT,0729a1bbb26d6dda,0,1
192,GN250686,2025-08-03,11:12:11,OUT,0729a1bbb26d6dda,0,1
193,GN230665,2025-08-03,11:13:53,OUT,0729a1bbb26d6dda,0,1
194,L03060,2025-08-03,11:16:19,OUT,0729a1bbb26d6dda,0,1
195,L02033,2025-08-03,11:16:27,OUT,0729a1bbb26d6dda,0,1
196,G00402,2025-08-03,11:18:0,OUT,0729a1bbb26d6dda,0,1
197,G01755,2025-08-03,11:18:5,OUT,0729a1bbb26d6dda,0,1
198,L01730,2025-08-03,11:19:37,OUT,0729a1bbb26d6dda,0,1
199,G00242,2025-08-03,11:21:51,OUT,0729a1bbb26d6dda,0,1
200,GN230266,2025-08-03,11:26:10,OUT,0729a1bbb26d6dda,0,1
201,G00132,2025-08-03,11:26:40,OUT,0729a1bbb26d6dda,0,1
202,G01224,2025-08-03,11:27:43,OUT,0729a1bbb26d6dda,0,1
203,L01108,2025-08-03,11:27:50,OUT,0729a1bbb26d6dda,0,1
204,L02823,2025-08-03,11:28:52,OUT,0729a1bbb26d6dda,0,1
205,G00496,2025-08-03,11:31:19,OUT,0729a1bbb26d6dda,0,1
206,L00561,2025-08-03,11:31:26,OUT,0729a1bbb26d6dda,0,1
207,G00964,2025-08-03,11:55:53,OUT,0729a1bbb26d6dda,0,1
208,GN230460,2025-08-03,12:03:3,OUT,0729a1bbb26d6dda,0,1
209,GN250696,2025-08-03,12:03:8,OUT,0729a1bbb26d6dda,0,1
210,G03038,2025-08-03,12:09:15,OUT,0729a1bbb26d6dda,0,1
211,L01645,2025-08-03,12:10:34,OUT,0729a1bbb26d6dda,0,1
212,G00391,2025-08-03,12:10:37,OUT,0729a1bbb26d6dda,0,1
213,G03012,2025-08-03,12:13:54,OUT,0729a1bbb26d6dda,0,1
214,L02826,2025-08-03,12:14:2,OUT,0729a1bbb26d6dda,0,1
215,L02517,2025-08-10,05:50:19,IN,0729a1bbb26d6dda,0,1
216,G01887,2025-08-10,05:54:29,IN,0729a1bbb26d6dda,0,1
217,L01730,2025-08-10,06:03:42,IN,0729a1bbb26d6dda,0,1
218,L02212,2025-08-10,06:03:49,IN,0729a1bbb26d6dda,0,1
219,GN230257,2025-08-10,06:05:14,IN,0729a1bbb26d6dda,0,1
220,GN230665,2025-08-10,06:09:34,IN,0729a1bbb26d6dda,0,1
221,L00561,2025-08-10,06:14:33,IN,0729a1bbb26d6dda,0,1
222,G00496,2025-08-10,06:14:42,IN,0729a1bbb26d6dda,0,1
223,G00025,2025-08-10,06:19:2,IN,0729a1bbb26d6dda,0,1
224,G00151,2025-08-10,06:19:9,IN,0729a1bbb26d6dda,0,1
225,G01031,2025-08-10,06:19:15,IN,0729a1bbb26d6dda,0,1
226,G01421,2025-08-10,06:19:21,IN,0729a1bbb26d6dda,0,1
227,G01224,2025-08-10,06:19:59,IN,0729a1bbb26d6dda,0,1
228,G01443,2025-08-10,06:20:6,IN,0729a1bbb26d6dda,0,1
229,L01108,2025-08-10,06:20:12,IN,0729a1bbb26d6dda,0,1
230,L03110,2025-08-10,06:21:5,IN,0729a1bbb26d6dda,0,1
231,L02749,2025-08-10,06:21:13,IN,0729a1bbb26d6dda,0,1
232,GN230266,2025-08-10,06:21:25,IN,0729a1bbb26d6dda,0,1
233,L02596,2025-08-10,06:21:48,IN,0729a1bbb26d6dda,0,1
234,L01666,2025-08-10,06:21:54,IN,0729a1bbb26d6dda,0,1
235,L00603,2025-08-10,06:22:0,IN,0729a1bbb26d6dda,0,1
236,G03188,2025-08-10,06:22:3,IN,0729a1bbb26d6dda,0,1
237,G00391,2025-08-10,06:34:34,IN,0729a1bbb26d6dda,0,1
238,GN250686,2025-08-10,06:35:59,IN,0729a1bbb26d6dda,0,1
239,GN250702,2025-08-10,06:36:5,IN,0729a1bbb26d6dda,0,1
240,G00132,2025-08-10,06:39:22,IN,0729a1bbb26d6dda,0,1
241,L00134,2025-08-10,06:41:55,IN,0729a1bbb26d6dda,0,1
242,G01705,2025-08-10,06:42:19,IN,0729a1bbb26d6dda,0,1
243,G00866,2025-08-10,07:27:35,IN,0729a1bbb26d6dda,0,1
244,G00098,2025-08-10,07:40:59,IN,0729a1bbb26d6dda,0,1
245,L00218,2025-08-10,07:46:11,IN,0729a1bbb26d6dda,0,1
246,G02936,2025-08-10,07:55:10,IN,0729a1bbb26d6dda,0,1
247,G02376,2025-08-10,07:55:16,IN,0729a1bbb26d6dda,0,1
248,L00062,2025-08-10,07:55:19,IN,0729a1bbb26d6dda,0,1
249,G00439,2025-08-10,08:02:36,IN,0729a1bbb26d6dda,0,1
250,L02180,2025-08-10,08:02:43,IN,0729a1bbb26d6dda,0,1
251,G01421,2025-08-10,10:21:21,OUT,0729a1bbb26d6dda,0,1
252,GN250701,2025-08-10,10:24:0,OUT,0729a1bbb26d6dda,0,1
253,L03110,2025-08-10,10:25:52,OUT,0729a1bbb26d6dda,0,1
254,G02860,2025-08-10,10:27:13,OUT,0729a1bbb26d6dda,0,1
255,G00866,2025-08-10,10:28:9,OUT,0729a1bbb26d6dda,0,1
256,GN231267,2025-08-10,10:31:1,OUT,0729a1bbb26d6dda,0,1
257,L02475,2025-08-10,10:31:32,OUT,0729a1bbb26d6dda,0,1
258,G03188,2025-08-10,10:32:53,OUT,0729a1bbb26d6dda,0,1
259,G01629,2025-08-10,10:34:46,OUT,0729a1bbb26d6dda,0,1
260,G00228,2025-08-10,10:35:25,OUT,0729a1bbb26d6dda,0,1
261,GN231010,2025-08-10,10:36:27,OUT,0729a1bbb26d6dda,0,1
262,GN231026,2025-08-10,10:36:30,OUT,0729a1bbb26d6dda,0,1
263,G00740,2025-08-10,10:38:3,OUT,0729a1bbb26d6dda,0,1
264,G01028,2025-08-10,10:38:12,OUT,0729a1bbb26d6dda,0,1
265,GN231019,2025-08-10,10:40:8,OUT,0729a1bbb26d6dda,0,1
266,GN250699,2025-08-10,10:40:14,OUT,0729a1bbb26d6dda,0,1
267,GN250684,2025-08-10,10:40:17,OUT,0729a1bbb26d6dda,0,1
268,G00151,2025-08-10,10:40:27,OUT,0729a1bbb26d6dda,0,1
269,L02068,2025-08-10,10:40:41,OUT,0729a1bbb26d6dda,0,1
270,L00603,2025-08-10,10:47:25,OUT,0729a1bbb26d6dda,0,1
271,G03038,2025-08-10,10:56:9,OUT,0729a1bbb26d6dda,0,1
272,GN231378,2025-08-10,10:56:14,OUT,0729a1bbb26d6dda,0,1
273,L01730,2025-08-10,11:06:27,OUT,0729a1bbb26d6dda,0,1
274,L02212,2025-08-10,11:06:32,OUT,0729a1bbb26d6dda,0,1
275,G00439,2025-08-10,11:06:38,OUT,0729a1bbb26d6dda,0,1
276,L02180,2025-08-10,11:06:45,OUT,0729a1bbb26d6dda,0,1
277,GN230257,2025-08-10,11:07:56,OUT,0729a1bbb26d6dda,0,1
278,GN250702,2025-08-10,11:09:7,OUT,0729a1bbb26d6dda,0,1
279,GN250686,2025-08-10,11:09:12,OUT,0729a1bbb26d6dda,0,1
280,GN230622,2025-08-10,11:35:3,OUT,0729a1bbb26d6dda,0,1
281,L02517,2025-08-17,05:58:8,IN,0729a1bbb26d6dda,0,1
282,G01887,2025-08-17,05:59:6,IN,0729a1bbb26d6dda,0,1
283,GN230257,2025-08-17,06:06:23,IN,0729a1bbb26d6dda,0,1
284,GN250710,2025-08-17,06:12:51,IN,0729a1bbb26d6dda,0,1
285,L02623,2025-08-17,06:12:57,IN,0729a1bbb26d6dda,0,1
286,L00435,2025-08-17,06:13:3,IN,0729a1bbb26d6dda,0,1
287,L01730,2025-08-17,06:18:32,IN,0729a1bbb26d6dda,0,1
288,L03110,2025-08-17,06:18:43,IN,0729a1bbb26d6dda,0,1
289,L01108,2025-08-17,06:18:49,IN,0729a1bbb26d6dda,0,1
290,G01224,2025-08-17,06:18:54,IN,0729a1bbb26d6dda,0,1
291,G00496,2025-08-17,06:21:41,IN,0729a1bbb26d6dda,0,1
292,L00561,2025-08-17,06:21:54,IN,0729a1bbb26d6dda,0,1
293,GN230266,2025-08-17,06:23:27,IN,0729a1bbb26d6dda,0,1
294,L02749,2025-08-17,06:25:48,IN,0729a1bbb26d6dda,0,1
295,GN250685,2025-08-17,06:28:36,IN,0729a1bbb26d6dda,0,1
296,L00134,2025-08-17,06:28:50,IN,0729a1bbb26d6dda,0,1
297,G01705,2025-08-17,06:28:59,IN,0729a1bbb26d6dda,0,1
298,L00229,2025-08-17,07:26:7,IN,0729a1bbb26d6dda,0,1
299,G00866,2025-08-17,07:27:0,IN,0729a1bbb26d6dda,0,1
300,L01978,2025-08-17,07:41:42,IN,0729a1bbb26d6dda,0,1
301,G00523,2025-08-17,07:42:24,IN,0729a1bbb26d6dda,0,1
302,G00687,2025-08-17,07:44:6,IN,0729a1bbb26d6dda,0,1
303,L00062,2025-08-17,07:49:52,IN,0729a1bbb26d6dda,0,1
304,G02936,2025-08-17,07:50:37,IN,0729a1bbb26d6dda,0,1
305,L03082,2025-08-17,07:57:41,IN,0729a1bbb26d6dda,0,1
306,L00049,2025-08-17,07:58:50,IN,0729a1bbb26d6dda,0,1
307,GN230241,2025-08-17,10:36:5,OUT,0729a1bbb26d6dda,0,1
308,L00229,2025-08-17,10:36:46,OUT,0729a1bbb26d6dda,0,1
309,GN252839,2025-08-17,10:37:46,OUT,0729a1bbb26d6dda,0,1
310,G00866,2025-08-17,10:38:8,OUT,0729a1bbb26d6dda,0,1
311,G02157,2025-08-17,10:40:35,OUT,0729a1bbb26d6dda,0,1
312,G01421,2025-08-17,10:41:17,OUT,0729a1bbb26d6dda,0,1
313,L00402,2025-08-17,10:41:35,OUT,0729a1bbb26d6dda,0,1
314,L03110,2025-08-17,10:41:56,OUT,0729a1bbb26d6dda,0,1
315,GN231267,2025-08-17,10:43:23,OUT,0729a1bbb26d6dda,0,1
316,GN250701,2025-08-17,10:44:52,OUT,0729a1bbb26d6dda,0,1
317,GN230360,2025-08-17,10:44:57,OUT,0729a1bbb26d6dda,0,1
318,M02964,2025-08-17,10:52:23,OUT,0729a1bbb26d6dda,0,1
319,L00278,2025-08-17,10:52:39,OUT,0729a1bbb26d6dda,0,1
320,F02450,2025-08-17,10:52:49,OUT,0729a1bbb26d6dda,0,1
321,G03297,2025-08-17,10:52:56,OUT,0729a1bbb26d6dda,0,1
322,G00740,2025-08-17,10:53:18,OUT,0729a1bbb26d6dda,0,1
323,L02714,2025-08-17,10:56:34,OUT,0729a1bbb26d6dda,0,1
324,GN231378,2025-08-17,10:58:18,OUT,0729a1bbb26d6dda,0,1
325,G01629,2025-08-17,10:59:18,OUT,0729a1bbb26d6dda,0,1
326,L02517,2025-08-17,11:09:10,OUT,0729a1bbb26d6dda,0,1
327,L02956,2025-08-17,11:09:14,OUT,0729a1bbb26d6dda,0,1
328,GN230257,2025-08-17,11:29:17,OUT,0729a1bbb26d6dda,0,1
329,GN230363,2025-08-17,11:36:22,OUT,0729a1bbb26d6dda,0,1
330,G00359,2025-08-17,11:36:28,OUT,0729a1bbb26d6dda,0,1
331,GN230665,2025-08-17,11:40:54,OUT,0729a1bbb26d6dda,0,1
332,G03038,2025-08-17,11:48:23,OUT,0729a1bbb26d6dda,0,1
333,G02422,2025-08-17,12:02:45,OUT,0729a1bbb26d6dda,0,1
334,G03012,2025-08-17,12:16:57,OUT,0729a1bbb26d6dda,0,1
335,G00391,2025-08-17,12:17:22,OUT,0729a1bbb26d6dda,0,1
336,L01645,2025-08-17,12:17:25,OUT,0729a1bbb26d6dda,0,1
337,L02262,2025-08-17,12:23:46,OUT,0729a1bbb26d6dda,0,1
338,G00338,2025-08-17,12:23:51,OUT,0729a1bbb26d6dda,0,1
339,G01031,2025-08-17,12:27:31,OUT,0729a1bbb26d6dda,0,1
340,G00025,2025-08-17,12:27:35,OUT,0729a1bbb26d6dda,0,1
341,G00151,2025-08-17,12:27:38,OUT,0729a1bbb26d6dda,0,1
342,G01443,2025-08-17,12:27:48,OUT,0729a1bbb26d6dda,0,1
343,G00098,2025-08-17,12:29:2,OUT,0729a1bbb26d6dda,0,1
344,G03222,2025-08-17,12:30:4,OUT,0729a1bbb26d6dda,0,1
345,L03217,2025-08-17,12:33:3,OUT,0729a1bbb26d6dda,0,1
346,G01732,2025-08-17,12:33:21,OUT,0729a1bbb26d6dda,0,1
347,L02517,2025-08-24,05:53:13,IN,0729a1bbb26d6dda,0,1
348,G01887,2025-08-24,06:06:0,IN,0729a1bbb26d6dda,0,1
349,GN250710,2025-08-24,06:06:33,IN,0729a1bbb26d6dda,0,1
350,L00435,2025-08-24,06:07:5,IN,0729a1bbb26d6dda,0,1
